0.725714	0.733333	0.655297011137
0.780952	0.751111	0.57605967919
0.817143	0.780741	0.489486088355
0.814603	0.842963	0.425185834368
0.841905	0.848889	0.403381317854
0.852698	0.842963	0.372425466776
0.853968	0.835556	0.368981530269
0.843175	0.834074	0.383659482002
0.848889	0.844444	0.363905484478
0.84	0.859259	0.404632285237
0.843175	0.859259	0.36235032479
0.843175	0.851852	0.370220343272
0.859048	0.854815	0.354845369856
0.851429	0.828148	0.332699092726
0.867302	0.844444	0.318679829439
0.866032	0.847407	0.339949786663
0.854603	0.875556	0.335899067422
0.856508	0.856296	0.340524514516
0.860317	0.860741	0.32206748426
0.855873	0.875556	0.345812206467
0.867936	0.845926	0.332975894213
0.852063	0.877037	0.329807966948
0.864762	0.866667	0.331095069647
0.854603	0.837037	0.320540452997
0.859048	0.881481	0.34679402411
0.871746	0.854815	0.33674544096
0.87619	0.847407	0.311000997821
0.872381	0.860741	0.323262751102
0.867302	0.868148	0.323089097937
0.865397	0.881481	0.32470908761
0.874921	0.857778	0.311878100038
0.869206	0.875556	0.322856684526
0.864762	0.875556	0.32574372987
0.880635	0.851852	0.315244848529
0.867302	0.877037	0.346357752879
0.874286	0.863704	0.314569041133
0.859048	0.874074	0.30634304136
0.861587	0.857778	0.302417499324
0.878095	0.863704	0.324747021
0.864127	0.882963	0.329014395674
0.849524	0.871111	0.329510057966
0.873651	0.871111	0.326577444871
0.869206	0.874074	0.327622637153
0.874286	0.86963	0.312168205778
0.867302	0.882963	0.320536692937
0.873651	0.872593	0.304013490677
0.867936	0.871111	0.300715843836
0.880635	0.862222	0.301543265581
0.867936	0.888889	0.317975071569
0.874286	0.881481	0.3188269039
0.870476	0.875556	0.306249762575
0.874921	0.86963	0.304188149671
0.880635	0.857778	0.317814409733
0.883175	0.863704	0.304038559397
0.875556	0.882963	0.302845023572
0.880635	0.872593	0.298639973005
0.879365	0.871111	0.280555238326
0.87619	0.877037	0.317218018075
0.883175	0.86963	0.291884901623
0.885079	0.875556	0.285845225056
0.879365	0.888889	0.301833808422
0.875556	0.874074	0.289123177528
0.876825	0.888889	0.290968845288
0.865397	0.854815	0.311905299624
0.87873	0.865185	0.284680835903
0.890794	0.865185	0.295309285323
0.87619	0.866667	0.291981843611
